 -4.0616740e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.0600751e+002 -4.0616740e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  4.0600751e+002 -4.0616740e+002  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  4.0600751e+002 -4.0616740e+002  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  4.0600751e+002 -4.0616740e+002
