 TIME                    	wind_r                   	ch_control               	tower_control            
 HOURS              	Unit1               	Unit2               	Unit3               
8100.833333	33.77782093	0.375059611	0.204123707
8100.916667	33.77776543	0.374854342	0.204102114
8101	33.7689943	0.374535047	0.203751409
8101.083333	33.79246799	0.374113844	0.20379788
8101.166667	33.8068256	0.373243747	0.214803309
8101.25	33.81288241	0.373038342	0.214485951
8101.333333	33.82908488	0.372274523	0.223705132
8101.416667	33.84869256	0.371982776	0.223702945
8101.5	33.85265763	0.371168892	0.238661208
8101.583333	33.85319391	0.370969744	0.238342168
8101.666667	33.86460445	0.370239284	0.249895533
8101.75	33.88419107	0.369960364	0.250004354
8101.833333	33.90159647	0.369189065	0.26840413
8101.916667	33.91310709	0.368914079	0.268773487
8102	33.88986983	0.368645852	0.269048608
8102.083333	33.83345875	0.368350614	0.268782303
8102.166667	33.76654788	0.368033108	0.268268081
8102.25	33.71522978	0.367140276	0.251618841
8102.333333	33.70016153	0.366933398	0.251828266
8102.416667	33.70596388	0.36639126	0.241313993
8102.5	33.71913464	0.366186119	0.241418153
8102.583333	33.72905548	0.365761257	0.233180805
8102.666667	33.7367063	0.365660884	0.233248165
8102.75	33.72814829	0.365451195	0.232955302
8102.833333	33.74020443	0.364690158	0.220490298
8102.916667	33.77045967	0.364598518	0.220966008
8103	33.77107441	0.364400387	0.220824792
8103.083333	33.7482495	0.364193638	0.220462835
8103.166667	33.75861318	0.363444016	0.208311402
8103.25	33.79459106	0.363357894	0.208969807
8103.333333	33.81167279	0.363167613	0.208943946
8103.416667	33.79771844	0.362971737	0.208707194
8103.5	33.78955386	0.362360389	0.200748393
8103.583333	33.80064311	0.362270898	0.201177492
8103.666667	33.80814028	0.362078548	0.201079718
8103.75	33.79005646	0.361878387	0.200762573
8103.833333	33.82027945	0.36105691	0.190572768
8103.916667	33.81921694	0.360057521	0.209007899
8104	33.86747859	0.358836289	0.194892273
8104.083333	33.86693027	0.357641908	0.222011233
8104.166667	33.91886664	0.356001858	0.199888675
8104.25	33.90637161	0.354854195	0.234773774
8104.333333	33.93414839	0.353117669	0.209174367
8104.416667	33.94353863	0.352046638	0.241049259
8104.5	33.95236828	0.351207792	0.224792798
8104.583333	33.97870336	0.350431814	0.244259227
8104.666667	33.97847211	0.350260929	0.243670925
8104.75	34.00578365	0.35011244	0.247391749
8104.833333	34.00414978	0.349474037	0.261998363
8104.916667	33.96968867	0.349384637	0.261486896
8105	33.937879	0.349299084	0.261315263
8105.083333	33.91070932	0.349210958	0.2610768
8105.166667	33.88638697	0.349120638	0.26077392
8105.25	33.87954297	0.348848016	0.250820702
8105.333333	33.88985463	0.348766127	0.251059612
8105.416667	33.90019276	0.348680899	0.250935665
8105.5	33.90278191	0.34859408	0.250752189
8105.583333	33.8982873	0.348505764	0.250501958
8105.666667	33.89795229	0.348238562	0.2421524
8105.75	33.9084178	0.348159071	0.242408826
8105.833333	33.9192092	0.348075819	0.242335227
8105.916667	33.92270352	0.347991345	0.242210492
8106	33.91985942	0.34790562	0.242028554
8106.083333	33.91254586	0.347818492	0.241792384
8106.166667	33.90216892	0.347729875	0.241502846
8106.25	33.90986072	0.347373491	0.231892418
8106.333333	33.92814028	0.34729834	0.232296874
