 TIME                    	wind_r                   	ch_control               	tower_control            
 HOURS              	Unit1               	Unit2               	Unit3               
8016	20	0	0
8016.083333	24.35350038	1	1
8016.166667	29.53158485	0.923632395	1
8016.25	31.8664442	0.929094499	1
8016.333333	32.70936022	0.938167198	1
8016.416667	32.78750783	0.940685667	1
8016.5	32.4770881	0.932895423	1
8016.583333	31.97725396	0.871742908	0.996485382
8016.666667	31.42255136	0.768390015	0.893887275
8016.75	30.97796776	0.629209793	0.720437885
8016.833333	30.89603015	0.471401679	0.493357329
8016.916667	31.45807307	0.341118931	0.27186378
8017	32.96165849	0.301356392	0.141218195
8017.083333	33.81441144	0.438369952	0.316128687
8017.166667	33.8107238	0.488235806	0.322585425
8017.25	33.67723043	0.532795836	0.352415058
8017.333333	33.50115333	0.557056111	0.352193742
8017.416667	33.35046144	0.559159546	0.352176583
8017.5	33.22009287	0.559484457	0.351516349
8017.583333	33.12499404	0.558511489	0.330742875
8017.666667	33.10043752	0.556949224	0.308711752
8017.75	33.13649681	0.556505375	0.295199614
8017.833333	33.18608216	0.556194881	0.283761784
8017.916667	33.23731516	0.556282874	0.283595085
8018	33.28838028	0.555933667	0.267976395
8018.083333	33.37180936	0.556240596	0.257811172
8018.166667	33.48147172	0.557396384	0.25837011
8018.25	33.58311518	0.560244855	0.268396362
8018.333333	33.64930245	0.560741213	0.268469986
8018.416667	33.70598432	0.561282703	0.268704361
8018.5	33.77573695	0.580573484	0.277967286
8018.583333	33.81375793	0.592367978	0.29092493
8018.666667	33.83729913	0.592781294	0.290927875
8018.75	33.88587745	0.593309576	0.291254794
8018.833333	33.95005803	0.596793778	0.302407981
8018.916667	34.01227287	0.598612266	0.302653566
8019	34.0695697	0.609791904	0.314366868
8019.083333	34.12767151	0.628594331	0.314608787
8019.166667	34.17268581	0.641028297	0.335831654
8019.25	34.20826934	0.642679772	0.342728563
8019.333333	34.26047653	0.643280206	0.3434138
8019.416667	34.3370492	0.651789507	0.356955076
8019.5	34.40243199	0.66453405	0.373903635
8019.583333	34.45848042	0.667100499	0.374112169
8019.666667	34.53084664	0.69189885	0.391075022
8019.75	34.59793066	0.717451384	0.412775074
8019.833333	34.64545533	0.742048619	0.435293335
8019.916667	34.69271518	0.74416698	0.459112527
8020	34.75268791	0.745593823	0.480935427
8020.083333	34.82097523	0.750870008	0.502280258
8020.166667	34.89513347	0.777331351	0.524469937
8020.25	34.94073793	0.804636945	0.551941625
8020.333333	34.94620335	0.808929021	0.575357653
8020.416667	34.92996783	0.81094512	0.5752597
8020.5	34.90941316	0.811984757	0.575005025
8020.583333	34.89420126	0.813023883	0.574519019
8020.666667	34.88920603	0.813332677	0.573823666
8020.75	34.88929381	0.813408815	0.550753171
8020.833333	34.901965	0.813293935	0.524262821
8020.916667	34.9428987	0.813304266	0.498238108
8021	35.00911348	0.813443805	0.474617917
8021.083333	35.08811598	0.813816628	0.454537531
8021.166667	35.17052857	0.814396427	0.437667773
8021.25	35.24370879	0.814831838	0.437330324
8021.333333	35.29154486	0.815586444	0.420896945
8021.416667	35.33477936	0.815979894	0.403799634
8021.5	35.39303622	0.816890986	0.389867272
8021.583333	35.44933482	0.817525898	0.389696774
8021.666667	35.48361816	0.818675845	0.389296239
8021.75	35.52018557	0.82178118	0.373403465
8021.833333	35.59489071	0.825858604	0.373514403
8021.916667	35.68840549	0.855366248	0.374155583
8022	35.75602236	0.89289306	0.400659708
8022.083333	35.7796583	0.928965789	0.426542416
8022.166667	35.76421288	0.962677027	0.45192853
8022.25	35.73778112	0.967380276	0.478138075
8022.333333	35.70903938	0.970241996	0.505250637
8022.416667	35.68290452	0.972903803	0.530635003
8022.5	35.65685979	0.974624794	0.555565146
8022.583333	35.63044805	0.976377818	0.582454606
8022.666667	35.6146524	0.978145643	0.611273746
8022.75	35.60203877	0.979949924	0.642354147
8022.833333	35.55799427	0.984566842	0.676032118
8022.916667	35.45602424	0.989390656	0.704858436
8023	35.32660486	0.991908108	0.704902376
8023.083333	35.19198764	0.992700705	0.704782536
8023.166667	35.05521913	0.993313819	0.704590801
8023.25	34.91560388	0.992924251	0.703996714
8023.333333	34.77449421	0.9918026	0.703338647
8023.416667	34.63158217	0.989783436	0.678529193
8023.5	34.50157321	0.987707983	0.64794756
8023.583333	34.38487487	0.98608554	0.614318202
8023.666667	34.28039053	0.984323077	0.580391546
8023.75	34.19922382	0.982482795	0.546472474
8023.833333	34.13493512	0.981514451	0.513930291
8023.916667	34.07782127	0.980561373	0.484645075
8024	34.02322917	0.978691891	0.458349566
8024.083333	33.97545513	0.976928096	0.436280092
8024.166667	33.93345277	0.976085638	0.418165879
