39968	20245	11628				!	310.4	46.11	19.44	25.56
39968	22732	11628				!	310.4	46.11	19.44	26.67
37927	32738	8672				!	354.3	29.44	15	22.22
37927	36804	8672				!	354.3	29.44	15	23.89
37927	40695	8672				!	354.3	29.44	15	25.56
37927	42773	8672				!	354.3	29.44	15	26.67
41031	27735	8919				!	354.3	29.44	17.22	22.22
41031	31655	8919				!	354.3	29.44	17.22	23.89
41031	35693	8919				!	354.3	29.44	17.22	25.56
41031	38326	8919				!	354.3	29.44	17.22	26.67
44347	22205	9166				!	354.3	29.44	19.44	22.22
44347	26097	9166				!	354.3	29.44	19.44	23.89
44347	30046	9166				!	354.3	29.44	19.44	25.56
44347	32621	9166				!	354.3	29.44	19.44	26.67
36354	32006	9374				!	354.3	35	15	22.22
36354	36014	9374				!	354.3	35	15	23.89
36354	39935	9374				!	354.3	35	15	25.56
36354	41368	9374				!	354.3	35	15	26.67
39373	27003	9621				!	354.3	35	17.22	22.22
39373	30895	9621				!	354.3	35	17.22	23.89
39373	34815	9621				!	354.3	35	17.22	25.56
39373	37536	9621				!	354.3	35	17.22	26.67
42519	21299	9888				!	354.3	35	19.44	22.22
42519	25365	9888				!	354.3	35	19.44	23.89
42519	29256	9888				!	354.3	35	19.44	25.56
42519	31889	9888				! Rated condition	354.3	35	19.44	26.67
37162	25979	10343				!	354.3	40.56	15	22.22
37162	29929	10343				!	354.3	40.56	15	23.89
37162	33820	10343				!	354.3	40.56	15	25.56
37162	36570	10343				!	354.3	40.56	15	26.67
40138	20333	10610				!	354.3	40.56	17.22	22.22
40138	24341	10610				!	354.3	40.56	17.22	23.89
40138	28291	10610				!	354.3	40.56	17.22	25.56
40138	30895	10610				!	354.3	40.56	17.22	26.67
43284	14599	10907				!	354.3	40.56	19.44	22.22
43284	18607	10907				!	354.3	40.56	19.44	23.89
43284	22527	10907				!	354.3	40.56	19.44	25.56
43284	25131	10907				!	354.3	40.56	19.44	26.67
34993	25014	11085				!	354.3	46.11	15	22.22
37927	28964	11085				!	354.3	46.11	15	23.89
37927	32972	11085				!	354.3	46.11	15	25.56
37927	35576	11085				!	354.3	46.11	15	26.67
37799	19368	11361				!	354.3	46.11	17.22	22.22
37799	23376	11361				!	354.3	46.11	17.22	23.89
37799	27325	11361				!	354.3	46.11	17.22	25.56
37799	29929	11361				!	354.3	46.11	17.22	26.67
40733	13692	11628				!	354.3	46.11	19.44	22.22
40733	17641	11628				!	354.3	46.11	19.44	23.89
40733	21533	11628				!	354.3	46.11	19.44	25.56
40733	24166	11628				!	354.3	46.11	19.44	26.67
38692	34376	8672				!	398.96995	29.44	15	22.22
38692	38618	8672				!	398.96995	29.44	15	23.89
38692	42743	8672				!	398.96995	29.44	15	25.56
38692	44879	8672				!	398.96995	29.44	15	26.67
41839	29139	8919				!	398.96995	29.44	17.22	22.22
41839	33235	8919				!	398.96995	29.44	17.22	23.89
41839	37448	8919				!	398.96995	29.44	17.22	25.56
41839	40198	8919				!	398.96995	29.44	17.22	26.67
45240	23317	9166				!	398.96995	29.44	19.44	22.22
45240	27442	9166				!	398.96995	29.44	19.44	23.89
45240	31509	9166				!	398.96995	29.44	19.44	25.56
45240	34259	9166				!	398.96995	29.44	19.44	26.67
37077	33586	9374				!	398.96995	35	15	22.22
37077	37828	9374				!	398.96995	35	15	23.89
37077	41924	9374				!	398.96995	35	15	25.56
37077	43416	9374				!	398.96995	35	15	26.67
40180	28320	9621				!	398.96995	35	17.22	22.22
40180	32445	9621				!	398.96995	35	17.22	23.89
40180	36570	9621				!	398.96995	35	17.22	25.56
40180	39437	9621				!	398.96995	35	17.22	26.67
43369	22381	9888				!	398.96995	35	19.44	22.22
43369	26623	9888				!	398.96995	35	19.44	23.89
43369	30748	9888				!	398.96995	35	19.44	25.56
43369	33498	9888				!	398.96995	35	19.44	26.67
37884	27296	10343				!	398.96995	40.56	15	22.22
37884	31421	10343				!	398.96995	40.56	15	23.89
37884	35517	10343				!	398.96995	40.56	15	25.56
37884	38384	10343				!	398.96995	40.56	15	26.67
40988	21357	10610				!	398.96995	40.56	17.22	22.22
40988	25570	10610				!	398.96995	40.56	17.22	23.89
40988	29695	10610				!	398.96995	40.56	17.22	25.56
40988	32445	10610				!	398.96995	40.56	17.22	26.67
44135	15301	10907				!	398.96995	40.56	19.44	22.22
44135	19543	10907				!	398.96995	40.56	19.44	23.89
44135	23639	10907				!	398.96995	40.56	19.44	25.56
44135	26389	10907				!	398.96995	40.56	19.44	26.67
35673	26272	11085				!	398.96995	46.11	15	22.22
38692	30397	11085				!	398.96995	46.11	15	23.89
38692	34610	11085				!	398.96995	46.11	15	25.56
38692	37360	11085				!	398.96995	46.11	15	26.67
38565	20333	11361				!	398.96995	46.11	17.22	22.22
38565	24575	11361				!	398.96995	46.11	17.22	23.89
38565	28671	11361				!	398.96995	46.11	17.22	25.56
38565	31421	11361				!	398.96995	46.11	17.22	26.67
41541	14394	11628				!	398.96995	46.11	19.44	22.22
41541	18490	11628				!	398.96995	46.11	19.44	23.89
41541	22615	11628				!	398.96995	46.11	19.44	25.56
41541	25365	11628				!	398.96995	46.11	19.44	26.67
