310.3887	354.325	398.96995			!air flow rates in l/s					
29.44	35	40.56	46.11		!outdoor dry bulb temperatures [C]					
15	17.22	19.44			!indoor wet bulb temperatures [C]					
22.22	23.89	25.56	26.67		!indoor dry bulb temperatures [C]					
37162	30778	8672				!total capacity (kJ/h), sensible capacity (kJ/h) and power (kJ/h) at 262.8, 29.44, 15.00, 22.22	310.4	29.44	15	22.22
37162	34552	8672				!total capacity (kJ/h), sensible capacity (kJ/h) and power (kJ/h) at 262.8, 29.44, 15.00, 23.89	310.4	29.44	15	23.89
37162	38238	8672				!	310.4	29.44	15	25.56
37162	40198	8672				!	310.4	29.44	15	26.67
40223	26067	8919				!	310.4	29.44	17.22	22.22
40223	29783	8919				!	310.4	29.44	17.22	23.89
40223	33557	8919				!	310.4	29.44	17.22	25.56
40223	36014	8919				!	310.4	29.44	17.22	26.67
43497	20860	9166				!	310.4	29.44	19.44	22.22
43497	24546	9166				!	310.4	29.44	19.44	23.89
43497	28203	9166				!	310.4	29.44	19.44	25.56
43497	30660	9166				!	310.4	29.44	19.44	26.67
35631	30075	9374				!	310.4	35	15	22.22
35631	33849	9374				!	310.4	35	15	23.89
35631	37536	9374				!	310.4	35	15	25.56
35631	38881	9374				!	310.4	35	15	26.67
38565	25365	9621				!	310.4	35	17.22	22.22
38565	29022	9621				!	310.4	35	17.22	23.89
38565	32738	9621				!	310.4	35	17.22	25.56
38565	35283	9621				!	310.4	35	17.22	26.67
41669	20040	9888				!	310.4	35	19.44	22.22
41669	23844	9888				!	310.4	35	19.44	23.89
41669	27501	9888				!	310.4	35	19.44	25.56
41669	29958	9888				!	310.4	35	19.44	26.67
36396	24429	10343				!	310.4	40.56	15	22.22
36396	28144	10343				!	310.4	40.56	15	23.89
36396	31831	10343				!	310.4	40.56	15	25.56
36396	34376	10343				!	310.4	40.56	15	26.67
39330	19134	10610				!	310.4	40.56	17.22	22.22
39330	22908	10610				!	310.4	40.56	17.22	23.89
39330	26594	10610				!	310.4	40.56	17.22	25.56
39330	29022	10610				!	310.4	40.56	17.22	26.67
42434	13692	10907				!	310.4	40.56	19.44	22.22
42434	17495	10907				!	310.4	40.56	19.44	23.89
42434	21152	10907				!	310.4	40.56	19.44	25.56
42434	23610	10907				!	310.4	40.56	19.44	26.67
34270	23551	11085				!	310.4	46.11	15	22.22
37162	27208	11085				!	310.4	46.11	15	23.89
37162	31012	11085				!	310.4	46.11	15	25.56
37162	33440	11085				!	310.4	46.11	15	26.67
37034	18197	11361				!	310.4	46.11	17.22	22.22
37034	21971	11361				!	310.4	46.11	17.22	23.89
37034	25658	11361				!	310.4	46.11	17.22	25.56
37034	28144	11361				!	310.4	46.11	17.22	26.67
39968	12873	11628				!	310.4	46.11	19.44	22.22
39968	16559	11628				!	310.4	46.11	19.44	23.89
