45991	14840	11821				!	336.4	40.56	19.44	22.22
45991	18962	11821				!	336.4	40.56	19.44	23.89
45991	22925	11821				!	336.4	40.56	19.44	25.56
45991	25589	11821				!	336.4	40.56	19.44	26.67
37143	25525	12014				!	336.4	46.11	15	22.22
40277	29489	12014				!	336.4	46.11	15	23.89
40277	33611	12014				!	336.4	46.11	15	25.56
40277	36243	12014				!	336.4	46.11	15	26.67
40138	19723	12314				!	336.4	46.11	17.22	22.22
40138	23813	12314				!	336.4	46.11	17.22	23.89
40138	27808	12314				!	336.4	46.11	17.22	25.56
40138	30504	12314				!	336.4	46.11	17.22	26.67
43318	13952	12603				!	336.4	46.11	19.44	22.22
43318	17947	12603				!	336.4	46.11	19.44	23.89
43318	21942	12603				!	336.4	46.11	19.44	25.56
43318	24637	12603				!	336.4	46.11	19.44	26.67
41106	35482	9399				!	384.0	29.44	15	22.22
41106	39889	9399				!	384.0	29.44	15	23.89
41106	44107	9399				!	384.0	29.44	15	25.56
41106	46358	9399				!	384.0	29.44	15	26.67
44470	30060	9667				!	384.0	29.44	17.22	22.22
44470	34309	9667				!	384.0	29.44	17.22	23.89
44470	38684	9667				!	384.0	29.44	17.22	25.56
44470	41538	9667				!	384.0	29.44	17.22	26.67
48065	24067	9935				!	384.0	29.44	19.44	22.22
48065	28284	9935				!	384.0	29.44	19.44	23.89
48065	32565	9935				!	384.0	29.44	19.44	25.56
48065	35355	9935				!	384.0	29.44	19.44	26.67
39401	34689	10160				!	384.0	35	15	22.22
39401	39033	10160				!	384.0	35	15	23.89
39401	43282	10160				!	384.0	35	15	25.56
39401	44836	10160				!	384.0	35	15	26.67
42673	29267	10428				!	384.0	35	17.22	22.22
42673	33484	10428				!	384.0	35	17.22	23.89
42673	37733	10428				!	384.0	35	17.22	25.56
42673	40682	10428				!	384.0	35	17.22	26.67
46083	23084	10717				!	384.0	35	19.44	22.22
46083	27491	10717				!	384.0	35	19.44	23.89
46083	31708	10717				!	384.0	35	19.44	25.56
46083	34562	10717				! Rated condition	384.0	35	19.44	26.67
40277	28157	11210				!	384.0	40.56	15	22.22
40277	32438	11210				!	384.0	40.56	15	23.89
40277	36655	11210				!	384.0	40.56	15	25.56
40277	39636	11210				!	384.0	40.56	15	26.67
43502	22037	11499				!	384.0	40.56	17.22	22.22
43502	26381	11499				!	384.0	40.56	17.22	23.89
43502	30662	11499				!	384.0	40.56	17.22	25.56
43502	33484	11499				!	384.0	40.56	17.22	26.67
46912	15823	11821				!	384.0	40.56	19.44	22.22
46912	20167	11821				!	384.0	40.56	19.44	23.89
46912	24416	11821				!	384.0	40.56	19.44	25.56
46912	27238	11821				!	384.0	40.56	19.44	26.67
37926	27111	12014				!	384.0	46.11	15	22.22
41106	31391	12014				!	384.0	46.11	15	23.89
41106	35735	12014				!	384.0	46.11	15	25.56
41106	38558	12014				!	384.0	46.11	15	26.67
40968	20991	12314				!	384.0	46.11	17.22	22.22
40968	25335	12314				!	384.0	46.11	17.22	23.89
40968	29616	12314				!	384.0	46.11	17.22	25.56
40968	32438	12314				!	384.0	46.11	17.22	26.67
44148	14840	12603				!	384.0	46.11	19.44	22.22
44148	19120	12603				!	384.0	46.11	19.44	23.89
44148	23337	12603				!	384.0	46.11	19.44	25.56
44148	26191	12603				!	384.0	46.11	19.44	26.67
41936	37257	9399				!	432.4	29.44	15	22.22
41936	41855	9399				!	432.4	29.44	15	23.89
41936	46326	9399				!	432.4	29.44	15	25.56
41936	48641	9399				!	432.4	29.44	15	26.67
45346	31582	9667				!	432.4	29.44	17.22	22.22
45346	36021	9667				!	432.4	29.44	17.22	23.89
45346	40587	9667				!	432.4	29.44	17.22	25.56
45346	43567	9667				!	432.4	29.44	17.22	26.67
49032	25272	9935				!	432.4	29.44	19.44	22.22
49032	29743	9935				!	432.4	29.44	19.44	23.89
49032	34150	9935				!	432.4	29.44	19.44	25.56
49032	37131	9935				!	432.4	29.44	19.44	26.67
40184	36401	10160				!	432.4	35	15	22.22
40184	40999	10160				!	432.4	35	15	23.89
40184	45438	10160				!	432.4	35	15	25.56
40184	47055	10160				!	432.4	35	15	26.67
43548	30694	10428				!	432.4	35	17.22	22.22
43548	35165	10428				!	432.4	35	17.22	23.89
43548	39636	10428				!	432.4	35	17.22	25.56
43548	42743	10428				!	432.4	35	17.22	26.67
47005	24257	10717				!	432.4	35	19.44	22.22
47005	28855	10717				!	432.4	35	19.44	23.89
47005	33326	10717				!	432.4	35	19.44	25.56
47005	36306	10717				!	432.4	35	19.44	26.67
41060	29584	11210				!	432.4	40.56	15	22.22
41060	34055	11210				!	432.4	40.56	15	23.89
41060	38494	11210				!	432.4	40.56	15	25.56
41060	41602	11210				!	432.4	40.56	15	26.67
44424	23147	11499				!	432.4	40.56	17.22	22.22
44424	27713	11499				!	432.4	40.56	17.22	23.89
44424	32184	11499				!	432.4	40.56	17.22	25.56
44424	35165	11499				!	432.4	40.56	17.22	26.67
47834	16584	11821				!	432.4	40.56	19.44	22.22
47834	21181	11821				!	432.4	40.56	19.44	23.89
47834	25620	11821				!	432.4	40.56	19.44	25.56
47834	28601	11821				!	432.4	40.56	19.44	26.67
38664	28474	12014				!	432.4	46.11	15	22.22
41936	32945	12014				!	432.4	46.11	15	23.89
41936	37511	12014				!	432.4	46.11	15	25.56
41936	40492	12014				!	432.4	46.11	15	26.67
41797	22037	12314				!	432.4	46.11	17.22	22.22
41797	26635	12314				!	432.4	46.11	17.22	23.89
41797	31074	12314				!	432.4	46.11	17.22	25.56
41797	34055	12314				!	432.4	46.11	17.22	26.67
45023	15601	12603				!	432.4	46.11	19.44	22.22
45023	20040	12603				!	432.4	46.11	19.44	23.89
45023	24511	12603				!	432.4	46.11	19.44	25.56
45023	27491	12603				!	432.4	46.11	19.44	26.67
