336.4	384.0	432.4			!air flow rates in l/s					
29.44	35	40.56	46.11		!outdoor dry bulb temperatures [C]					
15	17.22	19.44			!indoor wet bulb temperatures [C]					
22.22	23.89	25.56	26.67		!indoor dry bulb temperatures [C]					
40277	33357	9399				!total capacity (kJ/h), sensible capacity (kJ/h) and power (kJ/h) at 262.8, 29.44, 15.00, 22.22	336.4	29.44	15	22.22
40277	37448	9399				!total capacity (kJ/h), sensible capacity (kJ/h) and power (kJ/h) at 262.8, 29.44, 15.00, 23.89	336.4	29.44	15	23.89
40277	41443	9399				!	336.4	29.44	15	25.56
40277	43567	9399				!	336.4	29.44	15	26.67
43595	28252	9667				!	336.4	29.44	17.22	22.22
43595	32279	9667				!	336.4	29.44	17.22	23.89
43595	36370	9667				!	336.4	29.44	17.22	25.56
43595	39033	9667				!	336.4	29.44	17.22	26.67
47143	22608	9935				!	336.4	29.44	19.44	22.22
47143	26603	9935				!	336.4	29.44	19.44	23.89
47143	30567	9935				!	336.4	29.44	19.44	25.56
47143	33230	9935				!	336.4	29.44	19.44	26.67
38618	32596	10160				!	336.4	35	15	22.22
38618	36687	10160				!	336.4	35	15	23.89
38618	40682	10160				!	336.4	35	15	25.56
38618	42141	10160				!	336.4	35	15	26.67
41797	27491	10428				!	336.4	35	17.22	22.22
41797	31455	10428				!	336.4	35	17.22	23.89
41797	35482	10428				!	336.4	35	17.22	25.56
41797	38240	10428				!	336.4	35	17.22	26.67
45161	21720	10717				!	336.4	35	19.44	22.22
45161	25842	10717				!	336.4	35	19.44	23.89
45161	29806	10717				!	336.4	35	19.44	25.56
45161	32469	10717				!	336.4	35	19.44	26.67
39447	26477	11210				!	336.4	40.56	15	22.22
39447	30504	11210				!	336.4	40.56	15	23.89
39447	34499	11210				!	336.4	40.56	15	25.56
39447	37257	11210				!	336.4	40.56	15	26.67
42627	20737	11499				!	336.4	40.56	17.22	22.22
42627	24828	11499				!	336.4	40.56	17.22	23.89
42627	28823	11499				!	336.4	40.56	17.22	25.56
42627	31455	11499				!	336.4	40.56	17.22	26.67
