38662	40236	20598		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],22.22 [C], and 37.78 [C]		
37879	40709	21809		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],22.22 [C], and 40.56 [C]		
36571	41427	24094		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],22.22 [C], and 46.11 [C]		
39886	43280	18055		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],23.33 [C], and 29.44 [C]		
39623	43232	18817		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],23.33 [C], and 32.22 [C]		
39360	43521	19588		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],23.33 [C], and 35 [C]		
38662	43604	20598		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],23.33 [C], and 37.78 [C]		
37879	44150	21809		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],23.33 [C], and 40.56 [C]		
36571	44992	24094		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],23.33 [C], and 46.11 [C]		
39886	46549	18055		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],24.44 [C], and 29.44 [C]		
39623	46522	18817		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],24.44 [C], and 32.22 [C]		
39360	46832	19588		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],24.44 [C], and 35 [C]		
38662	47326	20598		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],24.44 [C], and 37.78 [C]		
37879	47946	21809		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],24.44 [C], and 40.56 [C]		
36571	49046	24094		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],24.44 [C], and 46.11 [C]		
39886	49933	18055		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],25.56 [C], and 29.44 [C]		
39623	50264	18817		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],25.56 [C], and 32.22 [C]		
39360	50258	19588		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],25.56 [C], and 35 [C]		
38662	50814	20598		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],25.56 [C], and 37.78 [C]		
37879	51513	21809		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],25.56 [C], and 40.56 [C]		
36571	51876	24094		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],25.56 [C], and 46.11 [C]		
39886	52528	18055		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],26.67 [C], and 29.44 [C]		
39623	52533	18817		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],26.67 [C], and 32.22 [C]		
39360	52540	19588		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 920 (l/s), 15 [C],26.67 [C], and 35 [C]		
