805	920	960	!Air Flow Rate (l/s)			
15	17.22	19.44	21.67	!Return air wet bulb (C) 		
22.22	23.33	24.44	25.56	26.67	!Return air dry bulb (C) 	
29.44	32.22	35	37.78	40.56	46.11	!Outdoor air dry bulb (C)
40458	39375	18832		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],22.22 [C], and 29.44 [C]		
40272	39557	19483		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],22.22 [C], and 32.22 [C]		
40003	39463	20294		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],22.22 [C], and 35 [C]		
39193	39909	21407		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],22.22 [C], and 37.78 [C]		
38377	40382	22689		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],22.22 [C], and 40.56 [C]		
37023	41208	25110		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],22.22 [C], and 46.11 [C]		
40458	42943	18832		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],23.33 [C], and 29.44 [C]		
40272	42784	19483		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],23.33 [C], and 32.22 [C]		
40003	43072	20294		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],23.33 [C], and 35 [C]		
39193	43221	21407		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],23.33 [C], and 37.78 [C]		
38377	43769	22689		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],23.33 [C], and 40.56 [C]		
37023	44982	25110		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],23.33 [C], and 46.11 [C]		
40458	46392	18832		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],24.44 [C], and 29.44 [C]		
40272	46253	19483		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],24.44 [C], and 32.22 [C]		
40003	46564	20294		!Total capacity (kJ/h), sensible capacity (kJ/h), and power (kJ/h) at 805 (l/s), 15 [C],24.44 [C], and 35 [C]		
