2657	3248								!Fluid Flow Rate [kg/h]
236	472	708	944	1180	1321				!Air Flow Rate [l/s]
6	8	10	12	14	16	18	20		!Inlet Fluid Temperatures [C]
10	15	20	25	30	35	40			!Inlet Air Dry Bulb Temperature [C]
10	15	20	25	30	35	40			!Inlet Air Wet Bulb Temperature [C]
7276	3494								
7276	0								
7276	0								
7276	0								
7276	0								
7276	0								
7276	0								
8815	10771								
19020	9039								
19020	0								
19020	0								
19020	0								
19020	0								
19020	0								
14048	17167								
18906	15972								
32928	14240								
32928	0								
32928	0								
32928	0								
32928	0								
19257	23532								
19857	23477								
32762	21228								
49600	19041								
49600	0								
49600	0								
49600	0								
24465	29898								
24624	30095								
32743	28166								
49389	26090								
69597	23279								
69597	0								
69597	0								
29699	36294								
29814	36435								
33420	35438								
49185	33022								
69348	30379								
93692	26829								
93692	0								
34952	42715								
34977	42745								
35277	43115								
49185	39990								
69112	37428								
93411	34045								
122618	29442								
3300	1165								
3300	0								
3300	0								
3300	0								
3300	0								
3300	0								
3300	0								
6695	8183								
14955	6735								
14955	0								
14955	0								
14955	0								
14955	0								
14955	0								
11955	14610								
14955	13754								
28767	11992								
28767	0								
28767	0								
28767	0								
28767	0								
17163	20975								
17303	21142								
28601	18960								
45272	16823								
45272	0								
45272	0								
45272	0								
22371	27341								
22537	27538								
28722	25978								
45068	23846								
65091	21086								
65091	0								
65091	0								
27624	33762								
27720	33878								
29699	33422								
44883	30809								
64835	28222								
88905	24697								
88905	0								
32884	40188								
32903	40213								
33184	40558								
45024	37828								
64625	35296								
88624	31918								
117435	27427								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
4602	5626								
10723	4461								
10723	0								
10723	0								
10723	0								
10723	0								
10723	0								
9861	12052								
10953	11652								
24414	9718								
24414	0								
24414	0								
24414	0								
24414	0								
15089	18443								
15184	18560								
24254	16711								
40766	14610								
40766	0								
40766	0								
40766	0								
20303	24814								
20444	24981								
24561	23846								
40556	21628								
60342	18929								
60342	0								
60342	0								
25556	31235								
25652	31346								
26182	31604								
40345	28591								
60138	26090								
83881	22621								
83881	0								
30790	37631								
30816	37656								
31090	38000								
40696	35696								
59876	33139								
83601	29842								
111991	25406								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
2489	3043								
6255	2188								
6255	0								
6255	0								
6255	0								
6255	0								
6255	0								
7742	9465								
7812	9551								
19812	7505								
19812	0								
19812	0								
19812	0								
19812	0								
12976	15860								
13091	16002								
19671	14493								
35998	12422								
35998	0								
35998	0								
35998	0								
18210	22251								
18325	22393								
20374	21826								
35813	19471								
55370	16797								
55370	0								
55370	0								
23463	28677								
23559	28789								
23769	29047								
35692	26429								
55159	23932								
78603	20519								
78603	0								
28722	35099								
28741	35129								
28997	35438								
36209	33792								
54923	30976								
78322	27766								
106317	23421								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
370	456								
1557	0								
1557	0								
1557	0								
1557	0								
1557	0								
1557	0								
5649	6907								
5674	6938								
14999	5287								
14999	0								
14999	0								
14999	0								
14999	0								
10883	13298								
10978	13415								
14955	12361								
31020	10229								
31020	0								
31020	0								
31020	0								
16116	19694								
16231	19836								
16512	20094								
30816	17309								
50162	14665								
50162	0								
50162	0								
21369	26120								
21465	26232								
21650	26459								
30835	24327								
49951	21826								
73069	18473								
73069	0								
26629	32541								
26648	32572								
26884	32855								
31652	31660								
49721	28845								
72807	25720								
100368	21456								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
3536	4320								
3555	4350								
9957	3124								
9957	0								
9957	0								
9957	0								
9957	0								
8789	10746								
8859	10827								
10231	10346								
25792	8102								
25792	0								
25792	0								
25792	0								
14023	17137								
14119	17253								
14253	17420								
25601	15146								
44717	12589								
44717	0								
44717	0								
19276	23563								
19346	23649								
19537	23872								
25863	22282								
44487	19724								
67299	16458								
67299	0								
24561	30009								
24561	30009								
24790	30298								
27114	29786								
44251	26743								
67018	23705								
94158	19527								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
1417	1732								
1417	1732								
4653	967								
4653	0								
4653	0								
4653	0								
4653	0								
6676	8158								
6740	8244								
6791	8300								
20323	598								
20323	0								
20323	0								
20323	0								
11929	14579								
11999	14665								
12114	14807								
20137	13045								
38998	10518								
38998	0								
38998	0								
17182	21000								
17252	21086								
17418	21289								
20814	20347								
38769	17678								
61255	14437								
61255	0								
22467	27457								
22467	27457								
22671	27710								
22927	28024								
38628	24728								
60999	69716								
87692	17623								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
0	0								
4583	5601								
4602	5626								
4653	5682								
14584	3894								
14584	0								
14584	0								
14584	0								
9836	12022								
9906	12108								
9976	12194								
14533	11055								
33024	8497								
33024	0								
33024	0								
15089	18443								
15140	18499								
15280	18671								
16072	18641								
32788	15658								
54949	12478								
54949	0								
20374	24895								
20374	24895								
20559	25123								
20788	25406								
32762	22737								
54693	19724								
80952	15719								
11878	6036								
11878	0								
11878	0								
11878	0								
11878	0								
11878	0								
11878	0								
14380	18605								
31039	15612								
31039	0								
31039	0								
31039	0								
31039	0								
31039	0								
22914	29650								
30848	27589								
53723	24591								
53723	0								
53723	0								
53723	0								
53723	0								
31416	40649								
32405	40547								
53461	36668								
80933	32891								
80933	0								
80933	0								
80933	0								
39911	51643								
40179	51987								
53423	48650								
80588	45065								
113561	40208								
113561	0								
113561	0								
48451	62687								
48636	62935								
54521	61214								
80243	57041								
113140	52478								
152866	46341								
152866	0								
57023	73782								
57061	73828								
57559	74466								
80243	69073								
112763	64652								
