826	944	984		!Air flow rate			
15	17.22	19.44	21.67		!Return air wet bulb		
22.22	23.33	24.44	25.56	26.67		!Return air dry bulb	
29.44	32.22	35	37.78	40.56	46.11		!Outdoor air dry bulb
61947.76	52652.48	18863.22					
60556.42	52224.21	19548.38					
58275.44	51083.81	20826.36					
64228.74	58503.87	17191.86					
63466.18	58075.59	17683.11					
63091.59	57642.34	18272.24					
61947.76	57358.49	18863.22					
60556.42	56930.22	19548.38					
58275.44	56073.67	20826.36					
64228.74	63209.87	17191.86					
63466.18	62353.33	17683.11					
63091.59	62353.33	18272.24					
61947.76	61496.79	18863.22					
60556.42	61073.49	19548.38					
58275.44	60211.97	20826.36					
69800.76	35103.32	17485.50					
69044.89	34670.06	17978.60					
68282.33	34246.77	18567.73					
66891.00	33818.50	19156.86					
65372.57	33385.25	19843.87					
62710.31	31816.58	21022.12					
69800.76	39381.05	17485.50					
69044.89	38952.78	17978.60					
68282.33	38952.78	18567.73					
66891.00	38096.24	19156.86					
65372.57	37667.96	19843.87					
62710.31	36816.40	21022.12					
69800.76	43947.62	17485.50					
69044.89	43947.62	17978.60					
68282.33	43524.33	18567.73					
66891.00	43091.07	19156.86					
65372.57	42239.51	19843.87					
62710.31	41377.99	21022.12					
69800.76	48942.46	17485.50					
69044.89	48514.19	17978.60					
68282.33	47657.64	18567.73					
66891.00	47229.37	19156.86					
65372.57	46801.10	19843.87					
62710.31	45516.29	21022.12					
69800.76	53080.75	17485.50					
69044.89	52652.48	17978.60					
68282.33	52652.48	18567.73					
66891.00	51795.94	19156.86					
65372.57	51507.11	19843.87					
62710.31	50655.54	21022.12					
75372.78	24685.36	17780.99					
74235.63	24685.36	18370.12					
73473.07	24257.09	18863.22					
72081.74	23828.82	19548.38					
70563.32	22972.28	20041.47					
67519.78	22115.74	21219.73					
75372.78	29680.20	17780.99					
74235.63	29246.95	18370.12					
73473.07	28823.66	18863.22					
72081.74	28395.39	19548.38					
70563.32	27967.12	20041.47					
67519.78	26826.72	21219.73					
75372.78	34246.77	17780.99					
74235.63	33818.50	18370.12					
73473.07	33385.25	18863.22					
72081.74	32673.12	19548.38					
70563.32	32249.83	20041.47					
67519.78	30965.02	21219.73					
75372.78	38524.51	17780.99					
74235.63	38524.51	18370.12					
73473.07	38096.24	18863.22					
72081.74	37667.96	19548.38					
70563.32	36816.40	20041.47					
67519.78	35954.88	21219.73					
75372.78	43524.33	17780.99					
74235.63	43091.07	18370.12					
73473.07	42662.80	18863.22					
72081.74	42239.51	19548.38					
70563.32	41806.26	20041.47					
67519.78	40093.17	21219.73					
