Event  Duration  TemperedDraw  HotDraw  ColdDraw
Hour  Seconds  gph  gph  gph
86.9333	54	49.5000	33.9991	15.5009
86.9667	192	96.4800	66.2674	30.2126
87.0650	30	59.7600	41.0462	18.7138
90.4933	66	124.3800	85.4306	38.9494
92.1583	36	62.5200	42.9419	19.5781
92.1900	6	16.3800	11.2506	5.1294
92.7250	36	44.5200	30.5786	13.9414
92.7783	12	46.4400	31.8974	14.5426
92.8117	84	94.1400	64.6602	29.4798
92.8433	6	33.7800	23.2018	10.5782
92.8750	6	10.8600	7.4592	3.4008
94.3283	30	103.6200	71.1715	32.4485
94.3617	6	27.1800	18.6686	8.5114
94.3933	6	33.1800	22.7897	10.3903
96.2167	96	140.2800	140.2800	0.0000
96.8950	6	80.5800	55.3723	25.2077
96.9267	6	0.3600	0.2474	0.1126
97.4533	30	157.9800	157.9800	0.0000
98.8617	6	4.2000	2.8861	1.3139
103.2667	54	58.0200	39.8697	18.1503
103.3000	30	112.5600	77.3480	35.2120
103.3317	48	51.9000	35.6642	16.2358
103.3467	156	50.0400	34.3861	15.6539
103.3967	84	24.0000	16.4921	7.5079
104.6733	72	134.5800	134.5800	0.0000
104.7983	6	131.0400	90.0470	40.9930
105.1200	6	12.4200	8.5347	3.8853
105.2983	12	164.2800	112.8885	51.3915
105.3300	66	40.6800	27.9541	12.7259
105.3617	36	72.4200	49.7650	22.6550
105.9267	66	76.6200	52.6511	23.9689
107.9733	30	125.4000	86.1713	39.2287
108.0067	6	50.2200	34.5098	15.7102
109.1083	48	127.6200	87.6968	39.9232
109.1417	84	95.4000	65.5562	29.8438
109.1733	24	41.7600	28.6963	13.0637
109.2050	6	5.0400	3.4633	1.5767
109.2383	42	32.1000	22.0582	10.0418
110.5567	90	116.9400	116.9400	0.0000
111.4967	18	43.3200	29.7683	13.5517
111.6450	6	47.8200	32.8605	14.9595
111.9683	30	83.4000	57.3101	26.0899
112.7733	6	29.2200	20.0792	9.1408
112.8050	30	10.1400	6.9679	3.1721
112.8367	18	26.9400	18.5124	8.4276
113.1450	12	2.8800	1.9791	0.9009
113.1767	6	21.1800	14.5543	6.6257
114.3617	66	95.3400	95.3400	0.0000
114.6317	12	101.4600	69.7204	31.7396
114.6633	6	81.7800	56.1969	25.5831
114.6950	36	2.8800	1.9791	0.9009
115.0550	6	1.6200	1.1132	0.5068
115.0867	126	87.7800	60.3199	27.4601
115.1367	48	8.0400	5.5249	2.5151
115.5567	126	78.9600	54.2591	24.7009
115.6050	12	7.0800	4.8652	2.2148
117.1733	324	329.0400	226.1069	102.9331
117.5733	78	42.3600	29.1086	13.2514
118.6100	30	92.5800	63.6183	28.9617
119.4950	30	97.2600	66.8343	30.4257
120.4100	102	12.4200	8.5384	3.8816
120.4433	18	70.3800	48.3841	21.9959
120.4750	24	32.2200	22.1503	10.0697
120.5067	12	34.9800	24.0477	10.9323
124.0133	78	74.2800	74.2800	0.0000
124.0367	144	96.0000	65.9971	30.0029
124.0850	54	54.0000	37.1234	16.8766
124.1750	66	70.3200	70.3200	0.0000
124.3383	96	76.2600	76.2600	0.0000
124.5017	126	99.8400	99.8400	0.0000
124.6650	84	97.7400	97.7400	0.0000
125.9250	54	39.5400	27.1826	12.3574
125.9567	6	36.4200	25.0376	11.3824
125.9900	18	50.9400	35.0197	15.9203
126.0217	60	70.0800	48.1779	21.9021
126.0533	6	47.5800	32.7098	14.8702
126.0867	42	120.1800	82.6201	37.5599
126.1183	126	3.0000	2.0624	0.9376
126.3083	30	37.6200	25.8626	11.7574
126.3417	24	50.7000	34.8547	15.8453
126.3733	48	41.2800	28.3788	12.9012
126.4050	24	99.7800	68.5957	31.1843
127.0483	6	78.3000	53.8289	24.4711
127.2450	108	44.1600	30.3587	13.8013
127.2900	156	57.9000	39.8045	18.0955
127.3400	150	91.4400	62.8622	28.5778
127.6233	12	65.7600	45.2080	20.5520
128.3750	60	50.3400	34.6072	15.7328
128.4583	126	87.7200	60.3048	27.4152
128.5217	6	96.0000	65.9971	30.0029
128.5533	30	75.0600	51.6015	23.4585
128.5850	54	66.0600	45.4143	20.6457
129.5417	24	94.2000	64.7596	29.4404
129.9983	48	48.7800	33.5348	15.2452
130.0317	6	10.9200	7.5072	3.4128
130.7317	24	95.0400	65.3371	29.7029
131.4133	24	87.1200	59.8924	27.2276
131.4667	12	61.5000	42.2794	19.2206
131.5000	18	46.9200	32.2561	14.6639
131.8000	78	83.3400	57.2937	26.0463
132.1883	444	206.4000	141.8938	64.5062
133.0650	24	56.4000	38.7733	17.6267
133.1767	24	64.0200	44.0118	20.0082
134.1633	30	20.2800	13.9419	6.3381
134.5400	6	16.9800	11.6732	5.3068
135.9750	30	92.3400	63.4810	28.8590
136.9867	6	28.8000	19.7991	9.0009
137.8017	18	77.2200	53.0864	24.1336
137.8200	78	57.0600	39.2270	17.8330
137.8500	6	1.2000	0.8250	0.3750
137.8522	24	47.4000	32.5861	14.8139
138.8917	78	84.0600	84.0600	0.0000
139.0550	78	72.9000	72.9000	0.0000
139.1067	78	3.0600	2.1037	0.9563
139.2167	60	95.7000	95.7000	0.0000
139.3800	72	70.8000	70.8000	0.0000
139.5433	114	94.5000	94.5000	0.0000
139.6533	42	136.0200	136.0200	0.0000
139.7067	126	91.0800	91.0800	0.0000
140.7533	12	21.7800	14.9731	6.8069
140.7733	78	87.3600	60.0574	27.3026
140.8583	60	54.7800	37.6596	17.1204
141.6500	18	47.8800	32.9161	14.9639
141.6833	54	98.4600	67.6883	30.7717
141.9417	30	38.2200	26.2751	11.9449
142.8600	6	3.9000	2.6811	1.2189
142.8933	72	3.1200	2.1449	0.9751
147.7350	6	16.0200	11.0177	5.0023
151.4350	6	2.7600	1.8982	0.8618
151.7650	66	75.4800	51.9111	23.5689
151.8000	6	58.0200	39.9030	18.1170
152.1450	468	209.4600	144.0553	65.4047
152.9317	18	35.8200	24.6351	11.1849
153.3750	6	64.8600	64.8600	0.0000
154.1883	30	25.3800	17.4550	7.9250
154.2200	48	73.9200	50.8382	23.0818
154.3217	12	51.1800	35.1988	15.9812
154.9217	6	19.1400	13.1635	5.9765
155.0983	12	99.7800	68.6233	31.1567
155.7833	24	39.5400	27.1935	12.3465
155.8000	6	24.0000	16.5059	7.4941
155.8167	60	120.3000	82.7358	37.5642
156.4067	6	95.8800	65.9411	29.9389
156.4400	12	104.7000	72.0070	32.6930
156.4717	12	132.1800	90.9063	41.2737
158.6767	24	81.7800	56.2439	25.5361
158.8683	6	135.4200	135.4200	0.0000
158.9500	78	64.0200	64.0200	0.0000
160.1050	6	170.4000	170.4000	0.0000
160.1883	66	83.5200	83.5200	0.0000
160.9800	192	65.2200	44.8548	20.3652
161.1367	6	1.4400	0.9904	0.4496
162.6300	102	89.8200	61.7733	28.0467
162.8717	12	114.0000	78.4030	35.5970
162.9033	6	16.2000	11.1415	5.0585
162.9367	6	67.3200	46.2991	21.0209
162.9683	6	18.7200	12.8746	5.8454
164.1350	18	60.6000	41.6774	18.9226
164.1667	18	25.7400	17.7026	8.0374
164.2000	60	81.3600	55.9550	25.4050
164.2317	66	43.0800	29.6281	13.4519
166.5717	30	63.9600	43.9882	19.9718
166.6033	6	6.1200	4.2090	1.9110
