   329
  7353 10154 13652 17875 21252 23601 23857 21136 16483 12396  8367  6372
    27    27    27    60    82   124   143   132   108    66    34    27
  -2.7    .2   4.8  12.3  17.8  22.8  25.3  24.7  20.0  14.2   5.7   -.4
   105KING SALMON     AK        58.68       .00       .00
  1662  4282  9069 13682 16823 17483 15702 11864  8828  5379  2312  1033
    17    22    24    30    41    57    71    71    58    31    34    25
 -10.3  -8.6  -6.4   -.3   5.9  10.4  12.5  12.1   8.5    .9  -5.5 -11.3
   106KNOXVILLE       TN        35.82       .00       .00
  7044  9799 13514 18146 20465 21581 20477 18906 15698 12721  8611  6462
    31    49    44    77   101   132   147   147   124    88    49    34
   4.8   6.0   9.9  15.7  20.2  24.2  25.7  25.2  22.0  16.1   9.6   5.3
   107KODIAK          AK        57.75       .00       .00
  1694  4039  8874 13707 15619 17363 15981 13212  9011  5552  2344  1102
    38    38    38    38    48    58    72    72    67    43    38    38
   -.9   -.3    .1   2.7   6.2   9.8  12.3  12.7  10.0   4.8   1.6  -1.2
   108KOROR ISLAND    PN         7.33       .00       .00
 15854 17689 18509 19199 17791 16518 16369 16828 17327 17099 16442 15194
   167   159   167   167   176   182   191   191   183   183   191   176
  27.3  27.1  27.3  27.7  27.8  27.6  27.3  27.3  27.6  27.7  27.7  27.4
   109KOTZEBUE        AK        66.87       .00       .00
    96  1863  6746 13405 18643 20845 17345 11852  7358  2907   371     0
     9     9     9     9     9     9     9     9     9     9     9     9
 -19.8 -20.2 -18.1 -10.6   -.7   6.4  11.6  10.4   5.1  -4.7 -13.5 -19.9
   110KWAJALEIN ISLANDPN         8.73       .00       .00
 17862 19882 20386 19752 18463 18276 18268 19147 18334 17308 16551 16461
   167   159   167   167   176   182   191   191   183   183   191   176
  27.3  27.4  27.6  27.7  27.7  27.7  27.8  28.1  28.1  28.0  27.6  27.6
   111LA CROSSE       WI        43.87       .00       .00
  5462  8679 12493 16186 19439 21625 21569 18911 14095  9800  5605  4193
    22    31    31    39    71   101   124   114    77    49    31    24
  -8.8  -6.7   -.5   8.7  15.0  20.3  22.7  21.9  16.6  11.0   1.9  -5.7
   112LAKE CHARLES    LA        30.12       .00       .00
  8267 11460 14906 17822 20989 22361 20289 18810 16855 15674 10402  8008
    52    62   108   132   147   176   183   183   167   132    88    77
  11.3  12.8  15.7  20.5  24.0  27.1  28.0  27.9  25.8  21.1  15.7  12.4
   113LAREDO          TX        27.53       .00       .00
 10882 13568 17201 19599 22152 23527 24187 22801 19353 15982 11812 10095
    57    57    94   124   139   159   167   159   159   117    82    57
  13.6  16.1  19.8  24.6  27.4  30.0  31.1  30.9  28.3  24.2  18.4  14.8
   114LAS VEGAS       NV        36.08       .00       .00
 11099 15202 20695 26318 30033 31525 29376 26725 23121 17475 12319  9993
    28    29    25    25    32    38    60    76    55    40    34    27
   6.8   9.5  12.7  17.7  22.9  27.9  32.0  30.8  26.7  19.5  11.8   7.3
   115LEWISTON        ID        46.38       .00       .00
  3855  6912 11571 16286 20910 22866 26509 21918 16281  9758  4685  3247
    31    34    39    41    57    77    71    71    60    57    38    38
   -.4   3.4   6.1  10.2  14.5  18.3  23.0  21.9  17.4  11.0   4.7   1.6
   116LEWISTOWN       MT        47.05       .00       .00
  4766  7856 12806 16391 20508 23368 25964 21580 15574 10271  5701  4120
    10    22    27    31    44    66    77    66    48    35    27    24
  -7.2  -4.6  -2.5   4.5   9.8  13.7  18.6  18.0  12.2   7.5    .1  -4.2
   117LEXINGTON       KY        38.03       .00       .00
  6195  8847 12478 16787 19827 21530 21000 19126 15458 11850  7460  5510
    27    27    39    71   101   124   139   132   124    82    44    27
    .5   1.8   6.4  12.9  18.2  22.8  24.6  23.9  20.3  14.3   7.0   1.9
   118LIHUE           HI        21.98       .00       .00
 12518 14750 16746 18620 20700 21197 21137 20634 19774 16449 13099 11951
   132   124   124   124   132   139   151   151   151   151   139   132
  21.8  21.8  22.1  22.9  24.2  25.3  25.8  26.2  26.0  25.2  24.0  22.5
   119LITTLE ROCK     AR        34.73       .00       .00
  8299 11381 14898 18280 21895 23907 23064 21115 17228 13940  9615  7646
    27    39    44    82   108   139   159   159   139    86    57    39
   4.2   6.1  10.2  16.5  21.0  25.6  27.4  27.0  22.9  16.9  10.2   5.3
   120LONG BEACH      CA        33.82       .00       .00
 10528 13789 18271 21991 23430 24286 26101 23830 19304 15053 11389  9610
    52    57    57    62    77    82   101   101    88    77    57    44
  12.3  13.1  14.0  15.9  17.8  19.6  22.3  22.9  22.1  19.4  15.9  13.1
   121LOS ANGELES     CA        33.93       .00       .00
 10510 13778 18370 22141 23374 24049 26188 23600 19082 14946 11393  9630
    62    71    71    77    82    94   114   114   108    94    71    71
  12.5  13.1  13.6  14.9  16.6  18.1  20.3  20.8  20.4  18.4  15.8  13.8
   122LOUISVILLE      KY        38.18       .00       .00
  6191  8958 12506 16646 19518 21603 20854 19069 15448 11828  7409  5537
    27    27    39    71   101   124   139   132   124    82    44    27
    .7   2.1   6.7  13.3  18.2  22.9  24.9  24.4  20.6  14.5   7.2   2.0
   123LOVELOCK        NV        40.07       .00       .00
  9124 13226 18799 24574 28993 31204 31594 28191 23007 16468 10546  8108
    27    30    27    31    41    49    60    60    46    36    35    27
  -1.7   1.8   4.5   9.2  14.2  18.7  23.5  21.8  17.1  10.7   3.6   -.7
   124LUBBOCK         TX        33.65       .00       .00
 11700 15113 19997 24602 27191 28876 27371 25063 20656 16662 12666 10606
    30    36    38    60    97   111   111   111   102    83    48    30
   3.9   5.9   9.4  15.6  20.3  25.1  26.5  25.8  21.7  16.1   9.3   5.2
   125LUFKIN          TX        31.23       .00       .00
  9010 12134 15617 18429 21185 23326 22770 21155 17372 15306 10932  8712
    44    39    77   108   132   143   151   151   132   110    82    44
   9.3  11.2  14.4  19.6  23.4  26.8  28.3  28.4  25.3  20.1  14.0  10.4
   126MACON           GA        32.70       .00       .00
  8726 11572 15472 19704 21394 21783 20261 19495 16329 14153 10664  8273
    39    47    57    88   124   147   154   154   147   101    82    44
   8.8  10.2  13.6  18.8  23.1  26.4  27.4  27.2  24.3  18.7  12.9   9.1
   127MADISON         WI        43.13       .00       .00
  5847  9125 12892 15870 19784 22107 21953 19385 14747 10338  5722  4414
    27    31    31    39    77   101   124   121    88    49    31    31
  -8.4  -6.5  -1.0   7.4  13.3  18.8  21.2  20.4  15.4   9.9   1.5  -5.6
   128MASON CITY      IA        43.15       .00       .00
  6284  9490 13255 17234 21510 23989 23653 20800 15950 11468  6808  5030
    19    31    31    39    77   110   132   132    82    44    27    24
  -9.9  -7.5  -1.7   7.6  14.1  19.6  21.8  21.1  15.7  10.3    .9  -6.6
   129MASSENA         NY        44.93       .00       .00
  4440  7038 11094 15241 18310 20186 19869 16842 12753  8356  4402  3339
    19    14    27    30    52    82   101   101    82    57    27    24
  -9.7  -8.5  -2.4   5.7  12.3  17.9  20.6  19.3  15.1   9.2   2.2  -6.6
   130MCGRATH         AK        62.97       .00       .00
   657  2934  7861 13480 16890 18007 15658 11566  7888  3598  1137   221
     4     7    14    27    35    60    77   107    43    27    16     8
 -22.7 -17.9 -12.8  -3.1   6.7  13.2  14.6  11.9   6.6  -3.7 -15.0 -22.9
   131MEDFORD         OR        42.37       .00       .00
  4618  8369 12854 18597 23080 25851 28094 24067 18033 11144  5723  3821
    34    48    49    49    57    71    77    77    71    67    52    42
   2.6   5.2   7.1  10.1  14.1  17.9  22.1  21.3  18.0  11.9   6.4   3.2
   132MEMPHIS         TN        35.05       .00       .00
  7748 10722 14505 18598 21392 23204 22380 20700 16693 13670  9269  7134
    31    39    44    94   117   143   159   159   139    82    57    43
   4.7   6.6  10.6  16.9  21.6  25.9  27.6  26.9  23.1  17.2  10.5   5.9
   133MERIDIAN        MS        32.33       .00       .00
  8445 11488 15069 18859 21105 22275 20695 19739 16502 14273 10176  7938
    43    44    49   108   114   147   159   167   147    88    62    43
   8.3   9.9  13.4  18.6  22.4  26.2  27.3  27.1  24.1  18.2  12.3   8.8
   134MIAMI           FL        25.80       .00       .00
 12000 14912 18196 21098 20923 19383 20013 18497 16527 14784 12695 11566
   114   132   124   143   151   173   182   182   182   159   132   124
  19.6  19.9  21.8  23.9  25.6  27.2  27.9  28.3  27.6  25.4  22.3  20.2
   135MIDLAND-ODESSA  TX        31.93       .00       .00
 12271 15691 20868 24880 27579 29081 27116 25082 20926 17269 13348 11346
    30    36    38    60    97   111   111   111   102    83    48    30
   6.4   8.8  12.4  17.9  22.4  26.6  27.9  27.7  24.1  18.8  11.8   7.7
   136MILES CITY      MT        46.43       .00       .00
  5187  8458 13449 17500 21515 24353 26022 22437 16386 10903  6254  4532
    24    24    27    35    52    66    71    71    50    36    28    24
  -9.2  -5.8  -1.0   7.4  13.5  18.3  23.6  22.5  15.5   9.3    .2  -5.6
   137MILWAUKEE       WI        42.95       .00       .00
  5441  8358 12357 16373 20070 22438 22264 19509 14870 10304  5954  4295
    27    31    31    39    77   101   124   121    88    49    31    31
  -7.0  -5.3   -.3   7.1  12.3  18.1  21.1  20.7  16.2  10.6   2.5  -4.3
   138MINNEAPOLIS     MN        44.88       .00       .00
  5266  8669 12524 16364 19716 21875 22357 19146 14239  9756  5452  4010
    22    17    27    39    66    94   117   108    77    49    31    27
 -11.0  -8.6  -2.1   7.3  13.9  19.4  22.2  21.2  15.6  10.0    .2  -7.4
   139MINOT           ND        48.27       .00       .00
  4355  7444 11852 16576 20955 22412 23805 20433 14493  9642  4976  3518
     7    22    31    31    48    82    94    82    57    39    27     7
 -13.4 -10.7  -4.7   5.1  11.6  16.7  20.4  19.6  13.4   7.8  -2.3  -9.6
   140MISSOULA        MT        46.92       .00       .00
  3539  6516 11139 15686 20230 21937 26415 21346 15410  9221  4655  3033
    31    31    27    35    48    62    66    60    52    43    31    31
  -6.2  -2.7    .7   6.6  11.2  14.9  19.2  18.3  12.9   6.7    .2  -4.1
   141MOBILE          AL        30.68       .00       .00
  9399 12479 15974 19540 21246 21205 19467 18629 16449 14739 10839  8616
    77    94    94   132   151   173   182   182   167   124   108    94
  10.7  12.2  15.2  19.9  23.8  26.8  27.6  27.5  25.3  20.5  14.7  11.6
   142MOLINE          IL        41.45       .00       .00
  6073  9215 12695 16564 19905 22351 22001 19459 15401 11302  6748  4913
    24    31    31    44    82   117   132   132   101    66    34    31
  -5.8  -3.5   2.1  10.3  16.2  21.6  23.6  22.7  18.1  12.4   4.0  -3.0
   143MONTGOMERY      AL        32.30       .00       .00
  8531 11496 15214 19621 21534 22384 20893 19812 16657 14318 10389  8164
    39    44    66   101   132   147   167   167   139   101    71    44
   8.6  10.3  13.6  18.4  22.4  26.1  27.2  27.1  24.4  18.8  12.8   9.2
   144MOUNT SHASTA    CA        41.32       .00       .00
  6364  9731 14186 19929 24809 27647 29252 25115 19694 13109  7482  5730
    34    48    49    49    57    71    77    77    71    67    52    42
    .9   3.2   4.7   7.9  11.8  15.6  19.9  18.9  16.2  10.8   5.4   1.9
   145NASHVILLE       TN        36.12       .00       .00
  6578  9349 12822 17518 20709 22278 21462 19712 15865 12641  8072  5908
    27    34    39    77   108   132   147   147   124    82    49    34
   3.5   5.0   9.3  15.6  20.3  24.8  26.4  25.8  22.2  16.1   9.1   4.7
   146NEEDLES         CA        34.77       .00       .00
 11177 15358 20713 26295 30095 31677 28839 25850 22863 17449 12754 10365
    31    41    41    43    49    54    60    66    60    46    43    31
  10.9  13.6  16.4  21.3  26.4  31.3  35.2  34.1  30.5  23.5  15.9  11.5
   147NEWARK          NJ        40.70       .00       .00
  6261  9000 12582 16440 19147 20375 19973 17759 14446 10792  6766  5157
    27    30    30    44    66   101   132   124   101    66    35    34
   -.3    .3   4.8  10.9  16.6  21.9  24.7  23.7  19.9  14.2   7.9   1.4
   148NEW ORLEANS     LA        29.98       .00       .00
  9472 12619 16056 20204 22331 22741 20581 19482 17178 15151 11038  8845
    62    62    94   132   147   176   183   183   176   132   114    77
  11.6  13.1  15.9  20.3  23.9  26.9  27.7  27.7  25.7  21.0  15.6  12.7
   149NEW YORK(CEN PK)NY        40.78       .00       .00
  5679  8183 11770 15479 18569 19410 19155 16834 13774 10161  6048  4585
    27    27    34    49    71    98   132   132   108    71    49    27
    .1    .8   5.1  11.2  16.8  22.0  24.8  23.8  20.2  14.8   8.6   1.9
   150NEW YORK  (LAG) NY        40.77       .00       .00
  6215  9017 12683 16531 19184 20450 20248 17968 14528 10788  6730  5184
    27    27    34    49    71    98   132   132   108    71    49    27
    .1    .6   4.8  10.9  16.6  21.9  24.8  23.8  20.1  14.5   8.5   2.0
   151NOME            AK        64.50       .00       .00
   338  2541  7163 13456 17852 19898 16049 11269  7641  3471   736    33
    10    17    12    34    34    48    58    72    54    31    17    10
 -14.4 -14.9 -13.7  -7.3   1.6   7.5  10.1   9.6   5.6  -1.9  -9.1 -15.3
   152NORFOLK         VA        36.90       .00       .00
  7698 10576 14537 19029 21421 22701 21032 19069 15839 12291  9207  7080
    30    30    39    57   101   139   159   159   139    94    57    39
   4.7   5.2   8.9  14.3  19.3  23.6  25.7  24.9  22.1  16.5  10.9   5.7
   153NORTH BEND      OR        43.42       .00       .00
  4977  7995 12006 17135 21076 22628 23920 20267 15632 10130  5954  4322
    34    48    49    49    57    71    77    77    71    67    52    42
   7.0   8.1   8.3   9.5  11.7  13.8  15.0  15.4  14.7  12.7  10.1   8.1
   154NORTH OMAHA     NE        41.37       .00       .00
  7195 10124 13874 17686 21252 24088 23906 21092 15584 11914  7310  5802
    24    31    31    44    77   104   124   124    82    47    27    27
  -6.6  -3.6   1.4  10.0  16.1  21.2  23.9  23.2  18.0  12.4   3.3  -3.5
   155NORTH PLATTE    NE        41.13       .00       .00
  7858 10876 15128 19565 22558 25722 25843 22579 17764 13359  8617  6869
    22    24    31    39    71    94   117   117    77    43    27    24
  -4.8  -2.2   1.3   8.8  14.6  20.0  23.5  22.8  16.8  10.6   2.3  -2.9
   156OAKLAND         CA        37.73       .00       .00
  8033 11547 16528 21814 25096 26670 26358 23295 19306 13755  9330  7343
    54    62    62    62    67    82    82    88    88    82    77    62
   9.2  11.1  12.1  13.4  14.9  16.6  17.3  17.5  18.1  16.2  12.9   9.9
   157OKLAHOMA CITY   OK        35.40       .00       .00
  9089 11973 15890 19581 21768 24331 24155 22134 17638 13989 10225  8233
    27    35    35    71   101   143   143   135   117    77    44    30
   2.7   5.2   9.0  15.8  20.2  24.9  27.5  27.3  22.8  16.9   9.6   4.4
   158OLYMPIA         WA        46.97       .00       .00
  3051  5707  9590 14245 18520 19217 21707 17577 13130  7221  3851  2514
    38    48    43    54    62    77    82    82    77    67    58    48
   2.9   5.0   6.2   9.0  12.2  14.9  17.6  17.1  14.8  10.3   6.3   4.2
   159ORLANDO         FL        28.55       .00       .00
 11341 14112 17957 21541 22573 20783 20443 18989 16985 14803 12439 10510
    94    88    98   117   139   154   176   176   167   139   114    94
  15.7  16.4  18.8  21.8  24.7  26.8  27.4  27.7  26.7  23.5  19.2  16.4
   160PENDLETON       OR        45.68       .00       .00
  3951  6964 11844 17054 21852 24335 27189 22630 17048 10306  4975  3325
    34    34    39    41    52    60    58    60    54    52    43    34
    .0   3.8   6.6  10.5  14.7  18.7  23.1  21.9  17.8  11.4   5.2   2.1
   161PHILADELPHIA    PA        39.88       .00       .00
  6302  9017 12577 16273 18838 20555 19953 17869 14542 10878  7028  5339
    27    27    34    44    82   117   132   132   101    57    39    27
    .2   1.1   5.5  11.6  17.3  22.4  24.9  23.8  20.1  14.1   7.9   1.8
   162PHOENIX         AZ        33.43       .00       .00
 11591 15595 20588 26725 30375 31087 28219 26019 22873 17892 13057 10577
    43    43    46    40    43    60   104   128    94    65    49    41
  10.7  12.8  15.4  19.8  24.6  29.2  32.9  31.7  28.8  22.3  15.4  11.4
   163PIERRE          SD        44.38       .00       .00
  6015  9024 13692 18316 22316 24909 25854 22613 16979 11936  7067  5018
    17    31    31    34    71   101   124   117    71    43    31    22
  -9.1  -6.4  -1.2   7.9  14.1  19.7  24.0  23.3  16.7  10.4   1.0  -5.8
   164PITTSBURGH      PA        40.50       .00       .00
  4817  7096 10697 14942 18178 19992 19171 17141 13720 10157  5728  3936
    24    27    27    52    77   101   124   124    88    57    31    31
  -2.2  -1.5   3.4  10.1  15.4  20.3  22.2  21.2  17.7  11.8   5.2   -.8
   165POCATELLO       ID        42.92       .00       .00
  6119 10010 15564 20659 25878 28143 29505 25415 20080 13655  7816  5415
    31    31    49    31    44    50    54    55    41    35    27    31
  -4.9  -1.4   1.9   7.4  12.4  16.6  21.9  20.8  15.2   9.1   2.1  -2.8
   166PORT ARTHUR     TX        29.95       .00       .00
  9076 12150 15356 18266 21232 22824 20952 19705 17330 14997 10814  8562
    62    62    88   139   147   167   176   176   167   132   114    77
  11.1  12.8  15.6  20.5  23.9  27.1  28.3  28.4  26.1  21.1  15.7  12.3
   167PORTLAND        ME        43.65       .00       .00
  5110  7739 11004 14798 17788 19425 18829 16580 13140  9333  5212  4118
    21    21    30    39    57    88    98   105    88    62    34    24
  -5.8  -5.1   -.1   5.9  11.5  16.8  20.0  19.1  14.8   9.5   3.7  -3.5
   168PORTLAND        OR        45.60       .00       .00
  3518  6289 10157 14841 18876 20116 23121 18995 13808  8212  4398  2949
    48    48    49    54    67    77    88    88    82    72    58    48
   3.4   6.0   7.6  10.3  13.7  16.7  19.5  19.2  16.8  12.1   7.4   4.8
   169PRESCOTT        AZ        34.65       .00       .00
 11533 15149 20168 25820 29837 31345 26209 23739 22182 17512 12938 10518
    24    21    21    27    21    24    65    71    57    36    27    21
   2.8   4.7   6.8  11.1  15.8  20.6  24.2  22.8  20.1  14.0   7.7   3.7
   170PROVIDENCE      RI        41.73       .00       .00
  5745  8381 11710 15592 18784 20150 19241 17007 13719 10290  6100  4750
    27    27    30    41    66   101   124   108    88    60    30    27
  -2.0  -1.4   2.7   8.5  13.8  19.1  22.3  21.3  17.4  12.1   6.3   -.3
   171PUEBLO          CO        38.28       .00       .00
 10149 13296 17747 22198 24542 27626 26234 23855 20195 15445 10825  8877
    21    24    27    31    55   128    89    89    60    36    30    21
  -1.1   1.5   4.4  10.9  16.2  21.5  24.7  23.6  19.0  12.5   4.9    .6
   172RALEIGH-DURHAM  NC        35.87       .00       .00
  7875 10703 14478 18661 20522 21156 20151 18287 15629 12545  9217  7213
    30    34    39    77   101   132   147   147   132    77    44    27
   4.7   5.7   9.6  15.3  19.7  23.6  25.3  24.7  21.4  15.7  10.0   5.1
   173RAPID CITY      SD        44.05       .00       .00
  6154  9380 13946 18035 21415 24187 25229 22275 17227 12071  7339  5407
    21    24    27    35    57    77    89    78    55    36    27    24
  -5.6  -3.4   -.4   7.0  12.9  17.9  22.6  22.0  15.8  10.0   1.9  -3.1
   174RED BLUFF       CA        40.15       .00       .00
  6471 10129 15369 21677 26953 29505 30320 26224 20941 13931  8017  5796
    48    54    57    57    66    77    78    78    71    66    67    48
   7.3  10.0  11.8  15.3  19.7  24.2  27.9  26.6  24.1  18.3  12.1   8.0
   175REDMOND         OR        44.27       .00       .00
  5574  8794 13507 19098 23600 25959 27762 23478 17977 11342  6492  4818
    31    27    27    29    38    38   -21    32    33    32    28    31
  -1.0   2.1   3.7   6.9  10.7  14.6  18.7  17.7  14.3   9.1   3.9    .8
   176RENO            NV        39.50       .00       .00
  9084 13050 18719 24506 28635 30658 30552 27302 22672 16240 10354  8007
    27    27    28    27    36    41    38    38    36    31    27    28
   -.1   2.8   4.6   8.2  12.6  16.4  20.7  19.4  15.7  10.2   4.5    .6
   177RICHMOND        VA        37.50       .00       .00
  7171  9954 13737 17772 19997 21250 20138 18165 15297 11720  8319  6432
    30    30    39    57   101   139   159   147   139    77    44    30
   3.1   4.1   8.3  14.3  19.2  23.4  25.5  24.6  21.1  15.2   9.4   3.9
   178ROANOKE         VA        37.32       .00       .00
  7496 10207 14028 17948 20018 21357 20385 18387 15414 12259  8679  6705
    30    30    30    57    88   114   132   132   108    71    35    28
   2.4   3.4   7.4  13.3  18.0  22.1  24.0  23.4  20.0  14.3   8.2   3.0
   179ROCHESTER       MN        43.92       .00       .00
  5413  8543 12278 16000 19243 21584 21664 18864 14186  9870  5609  4200
    22    17    27    39    66    94   117   108    77    49    31    27
 -10.6  -8.4  -2.3   6.9  13.4  18.9  21.2  20.3  15.2   9.8    .3  -7.3
   180ROCHESTER       NY        43.12       .00       .00
  4134  6350 10253 15198 18231 20619 20210 17239 13161  8874  4584  3188
    24    31    31    43    54   101   117   114    77    54    34    31
  -4.4  -4.0    .6   7.8  13.6  19.4  21.8  20.7  16.8  11.3   4.7  -2.1
   181ROCK SPRINGS    WY        41.60       .00       .00
  8341 12363 17365 22061 26605 29217 28908 25424 20797 14821  9378  7384
    19    19    24    24    36    35    44    49    32    27    24    21
  -7.1  -4.8  -1.7   4.5  10.2  14.9  20.1  18.9  13.6   7.1   -.7  -5.2
   182ROSWELL         NM        33.40       .00       .00
 11877 15579 20512 25167 27909 29624 27698 25442 21710 17331 12840 10803
    30    36    38    60    97   111   111   111   102    83    48    30
   3.4   6.1   9.6  15.4  20.3  25.0  26.2  25.5  21.3  15.3   8.3   4.1
   183SACRAMENTO      CA        38.52       .00       .00
  6774 10661 16551 22739 27632 30458 30506 26878 21639 14923  8874  6110
    54    62    62    62    71    77    83    83    77    71    62    48
   7.3   9.9  11.7  14.6  17.9  21.4  24.0  23.4  21.9  17.4  11.7   7.7
   184SALEM           OR        44.92       .00       .00
  3769  6674 10748 15552 19722 20980 24314 20141 15075  8732  4657  3145
    42    54    54    57    67    77    77    88    82    72    58    52
   3.8   6.1   7.3   9.9  13.2  16.2  19.2  18.9  16.6  11.8   7.3   4.9
   185SALT LAKE CITY  UT        40.77       .00       .00
  7253 11221 16505 21498 26811 29063 29395 25576 20920 14678  8942  6467
    27    27    28    32    35    49    60    60    43    32    27    24
  -2.2    .8   4.2   9.6  14.6  19.0  24.8  23.6  18.2  11.3   3.9   -.9
   186SAN ANGELO      TX        31.37       .00       .00
 10915 13714 18227 21004 23045 24810 24089 22310 18240 15170 11846 10154
    31    35    50    77   102   128   128   120   117    83    44    30
   8.0  10.2  13.9  19.6  23.6  27.6  29.3  29.2  24.9  19.6  13.1   9.1
   187SAN ANTONIO     TX        29.53       .00       .00
 10162 13097 16456 18298 21501 23481 24072 22098 18589 15322 11450  9614
    57    57    94   124   139   159   167   159   159   117    82    57
  10.4  12.5  16.0  20.9  24.4  27.9  29.3  29.3  26.3  21.4  15.4  11.8
   188SAN DIEGO       CA        32.73       .00       .00
 11073 14371 18517 21980 22730 23404 24814 23348 19491 15586 12060 10257
    77    82    82    88    88    98   114   132   114    94    88    71
  12.9  13.7  14.4  15.9  17.4  18.6  20.9  21.9  21.1  18.9  16.0  13.7
   189SAN FRANCISCO   CA        37.62       .00       .00
  8031 11454 16514 21790 25258 26975 27142 24020 19770 13915  9322  7290
    54    62    62    62    67    82    82    88    88    82    77    62
   9.1  10.7  11.7  12.9  14.6  16.4  16.9  17.2  17.8  16.1  12.9   9.8
   190SAN JUAN        PR        18.43       .00       .00
 15044 17431 20291 21460 20575 20621 21265 20862 19004 17197 15522 14025
   139   139   143   151   159   167   167   176   167   167   159   151
  24.1  24.1  24.6  25.3  26.2  26.9  27.2  27.4  27.3  27.0  25.9  24.9
   191SANTA MARIA     CA        34.90       .00       .00
  9690 12948 17953 21801 24294 26654 26569 23898 19637 15360 11049  9123
    62    62    62    67    67    72    82    88    88    82    67    62
  10.3  11.1  11.6  12.7  13.9  15.3  16.7  16.8  17.0  15.8  13.4  11.0
   192SAULT STE. MARIEMI        46.47       .00       .00
  3686  6847 11673 15699 19158 20551 20826 17281 11906  7638  3765  2870
    13    17    24    34    44    77    94    94    62    54    31    31
  -9.9  -9.3  -4.4   3.4   9.4  14.8  17.7  17.3  12.9   7.9    .4  -6.6
   193SAVANNAH        GA        32.13       .00       .00
  9019 11846 15871 19990 21022 20931 20241 18396 15477 13808 10681  8554
    39    57    71   101   139   159   176   176   159   108    88    57
   9.9  11.2  14.4  18.9  22.9  26.2  27.3  27.0  24.6  19.5  13.9  10.2
   194SCOTTSBLUFF     NE        41.87       .00       .00
  7669 10787 14838 18930 21940 25383 25918 22692 18146 12995  8208  6527
    21    24    27    35    57    77    94    88    66    41    27    21
  -3.9  -1.4   1.3   7.9  13.6  18.8  23.2  22.0  16.2  10.1   2.3  -2.4
   195SEATTLE-TACOMA  WA        47.45       .00       .00
  2970  5618  9640 14680 19451 20449 25515 18343 13025  7447  3827  2396
    38    48    43    54    62    77    82    82    77    67    58    48
   3.4   5.7   6.7   9.3  12.7  15.4  18.1  17.7  15.3  11.2   7.0   4.7
   196SHERIDAN        WY        44.77       .00       .00
  5873  8945 13673 17446 21367 24470 26432 22766 17044 11409  6705  5009
    21    27    27    35    49    71    76    71    48    35    27    27
  -6.1  -3.4   -.6   6.4  11.7  16.2  21.3  20.7  14.4   8.8    .8  -3.6
   197SHERMAN         TX        33.72       .00       .00
  9009 11773 15501 18276 21017 23994 23569 21922 17932 14392 10428  8441
    34    39    52    94   117   143   151   143   117    89    52    35
   5.4   7.7  11.3  17.6  21.8  26.3  28.7  28.7  24.4  18.8  11.9   7.1
   198SHREVEPORT      LA        32.47       .00       .00
  8651 11785 15225 18303 21406 23433 22856 21303 17635 14793 10539  8292
    39    44    52   108   124   159   167   167   147   101    71    43
   8.4  10.3  13.8  19.1  23.0  26.8  28.4  28.4  25.2  19.7  13.4   9.6
   199SIOUX CITY      IA        42.40       .00       .00
  6453  9551 13283 17906 21576 24101 24084 20941 16131 11781  7293  5326
    19    31    31    39    77   110   132   132    82    44    27    24
  -7.8  -4.8    .7   9.7  16.1  21.3  24.1  23.1  17.4  11.7   2.4  -4.7
   200SIOUX FALLS     SD        43.57       .00       .00
  6044  9103 13076 17510 21492 23832 24396 20933 16000 11409  6895  5006
    17    31    31    35    66   101   117   121    77    39    27    22
  -9.9  -7.0  -1.1   7.8  14.3  19.8  22.9  22.1  16.1  10.1    .6  -6.7
   201SOUTH BEND      IN        41.70       .00       .00
  4718  7486 11264 15745 19549 21812 21023 18911 14655 10318  5642  3862
    31    31    31    39    82   101   124   124   101    57    31    31
  -4.4  -3.2   1.8   8.9  14.7  20.3  22.4  21.7  17.7  11.9   4.2  -2.1
   202SPOKANE         WA        47.63       .00       .00
  3575  6876 11810 16966 21767 23638 26754 22040 16289  9543  4514  2896
    31    31    30    35    48    60    60    52    49    44    31    34
  -3.7    .1   3.1   7.8  12.6  16.4  20.9  20.0  15.3   8.8   1.9  -1.7
   203SPRINGFIELD     IL        39.83       .00       .00
  6636  9770 12972 17194 21171 23795 23358 20494 16500 12124  7679  5562
    31    31    32    44    94   117   139   132    94    66    39    31
  -2.9   -.9   4.1  11.7  17.4  22.7  24.5  23.6  19.6  13.7   5.5   -.8
   204SPRINGFIELD     MO        37.23       .00       .00
  7758 10506 14016 18209 21356 23552 23414 21262 16804 12981  8799  6840
    31    31    34    77    94   132   147   139   108    82    39    31
    .5   2.8   6.7  13.6  18.4  23.1  25.4  25.1  20.7  15.0   7.5   2.2
   205ST. LOUIS       MO        38.75       .00       .00
  7120 10051 13672 17752 21237 23748 23260 20615 16560 12481  8152  6022
    31    31    34    48    94   124   143   135   110    77    39    27
   -.4   1.7   6.3  13.6  18.8  23.8  25.9  25.1  20.9  15.1   7.2   1.4
   206SUMMIT          AK        63.33       .00       .00
   634  2847  7922 14066 18531 18532 16016 11842  7982  3908  1212   187
     4     7    14    27    35    60    77   107    43    27    16     8
 -16.9 -14.1 -11.6  -4.7   3.0   9.4  11.1   9.2   4.4  -4.4 -12.4 -16.2
   207SYRACUSE        NY        43.12       .00       .00
  4370  6484 10105 15025 17908 20177 19948 17064 13225  8822  4525  3238
    22    31    31    39    57    94   117   108    77    57    39    31
