01 13 10 19 3 17 5 -1.3 97 7 10097 5 36
01 13 11 19 3 17 5.1 -1.6 96 7 10107 6 36
01 13 12 161 8 153 5.5 -1.6 94 7 10115 5 36
01 13 13 236 61 175 6.2 -1.2 91 6 10122 4 25
01 13 14 206 81 125 7 -0.8 88 6 10128 3 15
01 13 15 72 6 67 7.4 -0.4 86 6 10132 3 4
01 13 16 17 8 8 7.3 -0.2 86 7 10134 4 15
01 13 17 0 0 0 6.8 -0.3 85 7 10135 4 25
01 13 18 0 0 0 6.5 -0.2 83 7 10134 4 36
01 13 19 0 0 0 6.7 0.4 80 8 10130 5 36
01 13 20 0 0 0 7.7 1.6 76 8 10127 5 36
01 13 21 0 0 0 9 3.2 73 8 10123 5 36
01 13 22 0 0 0 10.3 4.4 71 8 10120 4 26
01 13 23 0 0 0 11 5.2 68 8 10117 4 16
01 14 0 0 0 0 11.3 5.5 64 8 10112 4 6
01 14 1 0 0 0 11.6 5.7 61 8 10105 4 15
01 14 2 0 0 0 12.4 6.4 57 8 10099 4 25
01 14 3 0 0 0 13.5 7.6 55 8 10094 4 34
01 14 4 0 0 0 14.5 8.6 53 8 10089 4 25
01 14 5 0 0 0 14.9 8.9 51 8 10085 4 15
01 14 6 0 0 0 14.3 8.5 60 8 10091 5 6
01 14 7 0 0 0 13.1 7.5 75 8 10100 8 9
01 14 8 3 3 0 12 6.5 89 8 10110 10 11
01 14 9 8 3 6 11.2 5.8 93 8 10113 11 14
01 14 10 11 3 8 10.7 5.3 93 8 10115 10 11
01 14 11 14 3 11 10.2 4.8 93 8 10116 10 9
01 14 12 19 3 17 9.6 4 92 8 10116 9 6
01 14 13 36 3 33 9 3.4 89 8 10114 7 5
01 14 14 19 3 17 8.8 3.1 87 8 10113 5 5
01 14 15 14 3 11 9.3 2.3 86 7 10114 5 4
01 14 16 6 3 3 10.1 1.3 85 5 10116 6 5
01 14 17 0 0 0 10.4 -0.2 85 4 10119 7 7
01 14 18 0 0 0 10 -1.3 86 3 10121 6 8
01 14 19 0 0 0 8.7 -2.7 86 3 10123 5 17
01 14 20 0 0 0 7.1 -4.4 87 3 10125 4 27
01 14 21 0 0 0 6 -4.5 87 4 10125 4 36
01 14 22 0 0 0 5.6 -3.3 88 5 10122 5 36
01 14 23 0 0 0 5.8 -1.6 88 7 10120 5 36
01 15 0 0 0 0 6.1 -0.9 87 7 10118 5 36
01 15 1 0 0 0 6.5 -0.5 85 7 10116 5 36
01 15 2 0 0 0 6.7 -0.3 82 7 10114 5 36
01 15 3 0 0 0 6.8 -0.1 82 7 10114 5 36
01 15 4 0 0 0 6.6 0.1 85 7 10115 4 36
01 15 5 0 0 0 6.2 0.2 88 8 10117 4 36
01 15 6 0 0 0 5.8 -0.1 91 8 10121 3 36
01 15 7 0 0 0 5.6 -0.8 93 8 10127 3 36
01 15 8 22 3 19 5.7 -0.9 95 7 10134 2 36
01 15 9 144 17 128 6.5 -0.3 94 7 10137 2 36
01 15 10 136 6 131 7.8 1 87 7 10136 3 27
01 15 11 53 3 50 9.2 2.3 81 7 10134 4 19
01 15 12 31 3 28 9.8 3.1 79 7 10133 5 10
01 15 13 14 3 11 9.5 3.2 85 7 10134 5 17
01 15 14 6 3 3 8.4 2.5 91 8 10134 6 23
01 15 15 8 3 6 7.1 1.5 95 8 10136 6 30
01 15 16 3 3 0 6.4 0.7 96 8 10138 5 32
01 15 17 0 0 0 6.3 0.6 96 8 10140 4 34
01 15 18 0 0 0 6.5 0.8 97 8 10140 3 36
01 15 19 0 0 0 6.7 1 97 8 10138 3 35
01 15 20 0 0 0 6.4 0.7 97 8 10136 2 33
01 15 21 0 0 0 5.8 -0.1 96 8 10134 2 32
01 15 22 0 0 0 5.2 -1.1 94 8 10131 3 33
01 15 23 0 0 0 5 -1.8 92 7 10129 3 35
01 16 0 0 0 0 4.9 -2 91 7 10126 4 36
01 16 1 0 0 0 5.1 -1.4 91 7 10121 4 36
01 16 2 0 0 0 5.2 -0.9 91 8 10116 3 36
01 16 3 0 0 0 5.2 -0.6 91 8 10111 3 36
01 16 4 0 0 0 5.1 -0.7 93 8 10108 3 36
01 16 5 0 0 0 5.1 -0.7 94 8 10104 4 36
